Security Code,Issuer Name,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument,Sector Name,Industry New Name,Igroup Name,ISubgroup Name
715023,IL&FS Financial Services Limited,ILFS300316,IL&FS Financial Services Ltd,Suspended,F ,7500.00,INE121H04015, ,Preference Shares,-,-,-,-
715024,Premier Synthetics Ltd.,1PSL35,Premier Synthetics Ltd,Active,F ,100.00,INE940N04016, ,Preference Shares,-,-,-,-
715025,L&T Infra Credit Limited,5LTIDFL24,L&T Infra Debt Fund Ltd,Delisted,F ,670000.00,INE235P04040, ,Preference Shares,-,-,-,-
715026,Kotak Mahindra Bank Ltd.,810KMBLPER,Kotak Mahindra Bank Ltd,Suspended,F ,5.00,INE237A04014, ,Preference Shares,-,-,-,-
715027,L&T Finance Limited,895LTFHL21,L&T Finance Holdings Ltd,Delisted,F ,100.00,INE498L04092, ,Preference Shares,-,-,-,-
715028,L&T Finance Limited,8LTFHL22,L&T Finance Holdings Ltd,Delisted,F ,100.00,INE498L04100, ,Preference Shares,-,-,-,-
715029,L&T Infra Credit Limited,5LTIDFL27,L&T Infra Debt Fund Ltd,Delisted,F ,1000000.00,INE235P04057, ,Preference Shares,-,-,-,-
715030,L&T Finance Limited,795LTFHL22,L&T Finance Holdings Ltd,Delisted,F ,100.00,INE498L04118, ,Preference Shares,-,-,-,-
715031,L&T Finance Limited,795LTF22A,L&T Finance Holdings Ltd,Suspended,F ,100.00,INE498L04126, ,Preference Shares,-,-,-,-
715032,L&T Finance Limited,795LTFHL23,L&T Finance Holdings Ltd,Delisted,F ,100.00,INE498L04134, ,Preference Shares,-,-,-,-
715033,L&T Finance Limited,795LTFHL23A,L&T Finance Holdings Ltd,Delisted,F ,100.00,INE498L04142, ,Preference Shares,-,-,-,-
715034,L&T Finance Limited,76LTFH22,L&T Finance Holdings Ltd,Delisted,F ,100.00,INE498L04159, ,Preference Shares,-,-,-,-
715035,L&T Finance Limited,75LTFH23,L&T Finance Holdings Ltd,Delisted,F ,100.00,INE498L04167, ,Preference Shares,-,-,-,-
715036,L&T Infra Credit Limited,525LIDF27,L&T Infra Debt Fund Ltd,Delisted,F ,1000000.00,INE235P04065, ,Preference Shares,-,-,-,-
717502,JSW Steel Limited,JSWNCPS,JSW Steel Ltd,Delisted,F ,1.25,INE019A04024, ,Preference Shares,-,-,-,-
717503,Zee Entertainment Enterprises Ltd.,ZEENCPS,Zee Entertainment Enterprises Ltd,Delisted,F ,2.00,INE256A04022, ,Preference Shares,-,-,-,-
717504,Music Broadcast Limited,MBLNCRPS,Music Broadcast Ltd,Active,F ,10.00,INE919I04010, ,Preference Shares,-,-,-,-
717505,TVS Holdings Limited,9TVSHL24,TVS Holdings Ltd,Suspended,F ,10.00,INE105A04013, ,Preference Shares,-,-,-,-
